"","market_id","agent_id","fullname","avg_rating_2024","rating_score","close_ratio","ratio_score","total_earnings","earnings_score","median_price","prices_score","total_closed","closed_score","sum_score","final_score"
"1","cincinnati_oh","daniel_white_267","Daniel White",3.66,0.553333333333333,0.338028169014085,0.701551870770108,83333.64,0.520827453757954,523809.5,0.621921282472093,48,0.584415584415584,2.98204952474907,0.740846493557771
"2","fresno_ca","mina_hill_351","Mina Hill",4.56,0.853333333333333,0.220216606498195,0.352553673703954,70231.41,0.424180659502842,472704,0.465003600120976,61,0.753246753246753,2.84831801990786,0.694810588305008
"3","portland_or","keisha_ramirez_99","Keisha Ramirez",4.34,0.78,0.119180633147114,0.0532505171602527,102231.23,0.660222922517659,504406.5,0.562345037436652,64,0.792207792207792,2.84802626932236,0.694710155708159
"4","detroit_mi","barbara_young_959","Barbara Young",4.98,0.993333333333334,0.248175182481752,0.43537655120787,46719.27,0.250746598501212,488755,0.514287644292695,68,0.844155844155844,3.03789997149095,0.760072523187712
"5","virginia_beach_va","imani_kim_217","Imani Kim",3.17,0.39,0.291666666666667,0.564213222618788,98461.22,0.632413963217622,538602,0.667341145621439,42,0.506493506493506,2.76046183795136,0.66456686321404
"6","providence_ri","zainab_abdullah_560","Zainab Abdullah",3.37,0.456666666666667,0.314285714285714,0.63121858838954,104790.25,0.679099180943493,503747,0.560320065339509,44,0.532467532467532,2.85977203380674,0.69875353278349
"7","buffalo_ny","james_rodriguez_654","James Rodriguez",4.58,0.86,0.322404371584699,0.655268831841338,63011.45,0.370923619392102,482008,0.493571212542238,59,0.727272727272727,3.10703639104841,0.783872133190165
"8","pittsburgh_pa","maria_lewis_193","Maria Lewis",4.75,0.916666666666667,0.228782287822878,0.377928155419656,59637.83,0.346038576308983,456529,0.415338818208475,62,0.766233766233766,2.82220598283755,0.685821747074568
"9","tampa_fl","minh_kim_554","Minh Kim",4.91,0.97,0.112403100775194,0.0331731450598829,90216.76,0.571599840021456,481113,0.490823145784174,58,0.714285714285714,2.77988184515123,0.671252031473552
"10","san_jose_ca","patricia_campbell_460","Patricia Campbell",4.23,0.743333333333334,0.227586206896552,0.374384954074059,89489.19,0.566233020167417,500738.5,0.551082569427066,66,0.818181818181818,3.05321569518369,0.765344827613162
"11","san_antonio_tx","aisha_washington_223","Aisha Washington",3.73,0.576666666666667,0.160520607375271,0.175713679215695,67674.22,0.405317899819854,529508,0.639418330986986,74,0.922077922077922,2.71919449876712,0.650360941288802
"12","louisville_ky","tyrone_jones_289","Tyrone Jones",4.89,0.963333333333333,0.266666666666667,0.490154660451113,45917.5,0.244832452571097,502675,0.557028526161135,72,0.896103896103896,3.15145286862057,0.799162118564978
"13","miami_fl","lakshmi_mohamed_440","Lakshmi Mohamed",4.63,0.876666666666667,0.200564971751412,0.294338801160314,86197.45,0.541951953622155,486114,0.506178544507167,71,0.883116883116883,3.10225284907319,0.782225440547281
"14","dallas_tx","christopher_rodriguez_734","Christopher Rodriguez",4.75,0.916666666666667,0.187683284457478,0.256178831589018,91700.64,0.582545476379487,491718,0.523385434017996,64,0.792207792207792,3.07098420086096,0.771461480864115
"15","st_louis_mo","mary_hill_779","Mary Hill",4.76,0.92,0.202749140893471,0.300809058207987,104853.01,0.679562121435871,486489,0.507329969126468,59,0.727272727272727,3.13497387604305,0.793489368962254
"16","charlotte_nc","anthony_williams_805","Anthony Williams",4.96,0.986666666666667,0.176470588235294,0.222962985179504,140756.99,0.944402882741363,538084,0.665750644413979,48,0.584415584415584,3.4041987634171,0.886167690510742
"17","raleigh_nc","raj_hill_659","Raj Hill",4.84,0.946666666666667,0.393162393162393,0.864878325436269,104484.78,0.676845923578822,545344,0.688042225043639,46,0.558441558441558,3.73487469916696,1
"18","sacramento_ca","amanda_baker_305","Amanda Baker",4.86,0.953333333333333,0.11214953271028,0.0324219896079177,112031.72,0.732514886605397,495294,0.534365419187647,60,0.74025974025974,2.99289536899404,0.744580080932266
"19","grand_rapids_mi","isabella_hill_209","Isabella Hill",4.09,0.696666666666667,0.413793103448276,0.925993555047081,85050.01,0.533488020566478,577088,0.785511086683851,36,0.428571428571429,3.37023075753551,0.87447450047114
"20","cleveland_oh","aisha_white_2","Aisha White",3.96,0.653333333333333,0.239130434782609,0.408582910817153,69569.6,0.419298909227814,550254,0.703118211392349,44,0.532467532467532,2.71680089723818,0.649536964819457
"21","chicago_il","amanda_martinez_519","Amanda Martinez",4.41,0.803333333333333,0.253968253968254,0.452537613000866,101654.57,0.655969269484919,516342.5,0.598994115452579,16,0.168831168831169,2.67966550010287,0.636753427940283
"22","boston_ma","juan_allen_879","Juan Allen",4.71,0.903333333333333,0.147651006711409,0.137589514382185,78235.68,0.483223054259488,556588,0.722566540828749,66,0.818181818181818,3.06489426098557,0.769365072127586
"23","memphis_tn","arjun_patel_669","Arjun Patel",4.88,0.96,0.186046511627907,0.251330149894892,114119.1,0.747912157557917,478940,0.484151023923533,64,0.792207792207792,3.23560112358413,0.828129422098184
"24","seattle_wa","latoya_lewis_372","Latoya Lewis",4.84,0.946666666666667,0.188405797101449,0.258319161491437,87705.71,0.553077425690896,530474,0.642384400806304,52,0.636363636363636,3.03681129101894,0.759697754421596
"25","milwaukee_wi","jamal_mohamed_10","Jamal Mohamed",4.35,0.783333333333333,0.137203166226913,0.106639432620624,72311.96,0.439527549901459,557323,0.724823333082579,52,0.636363636363636,2.69068728530163,0.640547581455037
"26","richmond_va","margaret_baker_681","Margaret Baker",4.76,0.92,0.309941520467836,0.61834959847235,72185.51,0.438594808899847,501169,0.552404404890024,53,0.649350649350649,3.17869946161287,0.808541520785444
"27","baltimore_md","arjun_martinez_306","Arjun Martinez",4.55,0.85,0.238461538461538,0.406601410826045,69718.69,0.42039865106989,450118,0.395654062916912,62,0.766233766233766,2.83888789104661,0.691564348615317
"28","washington_dc","john_clark_908","John Clark",4.98,0.993333333333334,0.135135135135135,0.10051321625362,87672.09,0.552829432393354,514268,0.592624434458608,75,0.935064935064935,3.17436535150385,0.807049541146309
"29","atlanta_ga","jennifer_martinez_498","Jennifer Martinez",4.91,0.97,0.341463414634146,0.711728244822692,84286.29,0.527854545218502,512384,0.586839677171241,14,0.142857142857143,2.93927961006958,0.726123323111197
"30","phoenix_az","dorothy_perez_739","Dorothy Perez",4.63,0.876666666666667,0.16056338028169,0.17584038721366,80979.87,0.503465193675979,519102,0.607467065417806,57,0.701298701298701,2.86473801427281,0.700463028287146
"31","nashville_tn","miguel_johnson_725","Miguel Johnson",4,0.666666666666667,0.438775510204082,1,55435.1,0.315037717552895,453819,0.407017856292996,43,0.519480519480519,2.90820275999308,0.715425388264993
"32","san_diego_ca","tyrone_walker_565","Tyrone Walker",4.79,0.93,0.333333333333333,0.687644159564911,46959.72,0.252520244794907,506271,0.568069920643815,31,0.363636363636364,2.80187068864,0.678821499241591
"33","columbus_oh","charles_adams_532","Charles Adams",3.67,0.556666666666667,0.211009174311927,0.325278106145098,130570.87,0.869266372094101,499588,0.547549998695052,46,0.558441558441558,2.85720270204248,0.697869062711886
"34","orlando_fl","mina_walker_765","Mina Walker",4.95,0.983333333333333,0.207885304659498,0.316024134350775,64684.01,0.383261027772151,513447,0.590103582158752,58,0.714285714285714,2.98700779190073,0.742553333820149
"35","oklahoma_city_ok","jamal_thompson_60","Jamal Thompson",3.62,0.54,0.34,0.707393109476291,63325.87,0.373242895198564,501180,0.55243818001219,51,0.623376623376623,2.79645080806367,0.676955752580103
"36","houston_tx","arjun_williams_748","Arjun Williams",4.44,0.813333333333333,0.189111747851003,0.260410429390363,89405.81,0.565617979086243,495015,0.533508759270887,66,0.818181818181818,2.99105231926264,0.743945627121915
"37","minneapolis_mn","jason_davis_983","Jason Davis",3.48,0.493333333333333,0.210826210826211,0.324736105637847,122703.01,0.811230186906692,523532,0.621069228253811,74,0.922077922077922,3.1724467762096,0.806389088319049
"38","new_york_ny","minh_allen_562","Minh Allen",4.58,0.86,0.186147186147186,0.251628382300682,70657.11,0.427320776896171,557633,0.725775177434534,43,0.519480519480519,2.78420485611191,0.672740190327584
"39","austin_tx","daniel_white_11","Daniel White",4.25,0.75,0.139784946236559,0.11428754923453,118680.74,0.781560466475245,499962,0.548698352848701,52,0.636363636363636,2.83091000492211,0.688818030833423
"40","kansas_city_mo","darnell_hill_510","Darnell Hill",4.37,0.79,0.115569823434992,0.0425540621386207,106873.86,0.694468643010476,531655,0.646010620740688,72,0.896103896103896,3.06913722199368,0.770825674482972
"41","indianapolis_in","isabella_johnson_130","Isabella Johnson",4.65,0.883333333333333,0.199460916442049,0.29106821120971,34165.91,0.158148468172989,496456,0.537933300274653,74,0.922077922077922,2.79256123506861,0.675616800968911
"42","jacksonville_fl","luis_perez_521","Luis Perez",3.4,0.466666666666667,0.311965811965812,0.624346243182284,75924.72,0.466176576243776,620517,0.918858339461471,73,0.909090909090909,3.38513873464511,0.879606441688304
"43","birmingham_al","hassan_washington_575","Hassan Washington",3.4,0.466666666666667,0.221238938053097,0.355582169904543,104909.95,0.679982131500179,506605,0.569095456171406,50,0.61038961038961,2.68171603463241,0.637459306584447
"44","salt_lake_city_ut","carlos_abdullah_801","Carlos Abdullah",2.97,0.323333333333333,0.241379310344828,0.415244850442431,80561.98,0.50038268567152,507689.5,0.572425376170423,70,0.87012987012987,2.68151611574758,0.637390486250367
"45","las_vegas_nv","mina_walker_353","Mina Walker",4.29,0.763333333333333,0.135623869801085,0.10196101571929,88066.51,0.555738817176715,528336,0.635819745243465,75,0.935064935064935,2.99191784653774,0.744243577344469
"46","riverside_ca","carlos_young_28","Carlos Young",4.27,0.756666666666666,0.37,0.7962633840775,50949.44,0.281949864636377,550993.5,0.70538882074161,74,0.922077922077922,3.46234665820008,0.906184596609684
"47","san_francisco_ca","haruka_smith_56","Haruka Smith",4.95,0.983333333333333,0.196153846153846,0.281271536388442,71941.01,0.436791288339196,515271,0.595704111507031,51,0.623376623376623,2.92047689294463,0.71965065158113
"48","denver_co","keisha_walker_447","Keisha Walker",4.06,0.686666666666667,0.127619047619048,0.0782479908709059,66484.62,0.396542979333351,523683,0.621532868567183,67,0.831168831168831,2.61415933660694,0.614203501954246
